时间,小区名称,小区上行平均激活用户数,小区下行平均激活用户数,下行平均使用的PRB个数,上行平均使用的PRB个数
2024/11/16 0:00,3363,1.4647,2.7612,37.4747,14.5115
2024/11/16 1:00,3363,0.6847,1.5076,19.5428,11.7652
2024/11/16 2:00,3363,0.4451,1.0915,12.7143,10.5412
2024/11/16 3:00,3363,0.3452,0.8591,8.9653,9.4132
2024/11/16 4:00,3363,0.1484,0.4547,5.4917,5.9812
2024/11/16 5:00,3363,0.1484,0.3700,5.2328,5.9158
2024/11/16 6:00,3363,0.5217,0.9909,11.1954,9.5223
2024/11/16 7:00,3363,0.9498,1.7479,17.0249,11.7218
2024/11/16 8:00,3363,1.6869,3.0618,27.8026,14.5680
2024/11/16 9:00,3363,3.1391,5.3988,44.0764,20.0982
2024/11/16 10:00,3363,4.6925,7.8075,58.5385,25.7794
2024/11/16 11:00,3363,7.1134,11.4228,80.2844,34.0465
2024/11/16 12:00,3363,11.1899,16.6545,110.6329,46.0640
2024/11/16 13:00,3363,11.2143,16.5887,109.2833,46.7273
2024/11/16 14:00,3363,9.9747,15.0619,100.4101,44.7216
2024/11/16 15:00,3363,9.6444,15.0957,97.3821,42.1883
2024/11/16 16:00,3363,10.5042,16.2867,100.0293,46.6160
2024/11/16 17:00,3363,13.6704,20.4441,112.4722,53.7287
2024/11/16 18:00,3363,16.0238,22.8294,121.1410,60.3073
2024/11/16 19:00,3363,13.6621,19.5534,113.3572,54.0349
2024/11/16 20:00,3363,9.7575,14.3161,95.2014,45.3293
2024/11/16 21:00,3363,5.9338,9.1358,72.2001,32.0055
2024/11/16 22:00,3363,3.2532,5.3768,54.3278,22.5463
2024/11/16 23:00,3363,2.1632,3.6122,47.5796,18.0661
2024/11/1 0:00,3371,1.3572,3.4240,27.7743,11.6101
2024/11/1 1:00,3371,0.2473,0.7917,6.0363,6.1855
2024/11/1 2:00,3371,0.1748,0.4585,5.0584,6.0882
2024/11/1 3:00,3371,0.1699,0.4284,5.0066,6.1302
2024/11/1 4:00,3371,0.1699,0.3785,4.6196,5.9075
2024/11/1 5:00,3371,0.1655,0.3529,5.0822,6.2736
2024/11/1 6:00,3371,0.4028,1.0614,9.1345,9.0257
2024/11/1 7:00,3371,1.0083,2.8156,19.3313,11.8259
2024/11/1 8:00,3371,2.4541,6.5127,46.7810,18.5310
2024/11/1 9:00,3371,2.9472,7.8450,57.5587,20.6568
2024/11/1 10:00,3371,3.6013,9.6707,71.0257,23.3198
2024/11/1 11:00,3371,4.0252,10.5220,72.2344,25.5476
2024/11/1 12:00,3371,5.5132,13.2608,108.6573,30.1375
2024/11/1 13:00,3371,3.7052,9.3548,82.5414,24.1884
2024/11/1 14:00,3371,3.6032,9.2723,72.5890,23.5940
2024/11/1 15:00,3371,3.4839,9.2551,70.6585,24.7269
2024/11/1 16:00,3371,3.6246,9.6424,66.9931,24.6491
2024/11/1 17:00,3371,3.8168,9.7915,65.2960,25.2447
2024/11/1 18:00,3371,3.4211,8.6438,56.3143,22.8358
2024/11/1 19:00,3371,2.9357,7.5186,49.4351,20.3766
2024/11/1 20:00,3371,2.9553,7.4893,47.2663,20.5518
2024/11/1 21:00,3371,2.6594,6.7912,42.3708,19.1495
2024/11/1 22:00,3371,2.1874,5.7112,39.5371,17.3064
2024/11/1 23:00,3371,1.8815,4.7093,38.7530,14.8962
2024/11/16 0:00,3371,1.4458,3.7403,33.8193,12.6354
2024/11/16 1:00,3371,0.5905,1.5825,15.0604,10.9036
2024/11/16 2:00,3371,0.4190,1.2470,11.3465,10.3442
2024/11/16 3:00,3371,0.3161,0.9110,8.3273,9.1113
2024/11/16 4:00,3371,0.1610,0.4866,5.8432,6.1205
2024/11/16 5:00,3371,0.1610,0.3860,5.1480,6.0475
2024/11/16 6:00,3371,0.3892,0.9330,8.6272,8.8024
2024/11/16 7:00,3371,0.6944,1.9914,14.3262,10.2927
2024/11/16 8:00,3371,1.1673,3.3792,25.5580,12.6319
2024/11/16 9:00,3371,1.8203,5.0127,31.3123,15.7400
2024/11/16 10:00,3371,2.2094,6.1469,44.9727,17.3981
2024/11/16 11:00,3371,2.7381,7.2748,53.1576,20.6616
2024/11/16 12:00,3371,3.5540,8.6426,70.5504,23.0130
2024/11/16 13:00,3371,2.7652,7.0162,54.6560,20.5847
2024/11/16 14:00,3371,2.2399,5.7215,46.5026,18.3575
2024/11/16 15:00,3371,2.4137,6.4342,49.1724,18.5292
2024/11/16 16:00,3371,2.5415,6.5835,48.3628,20.3140
2024/11/16 17:00,3371,2.8075,7.2316,53.2446,20.9961
2024/11/16 18:00,3371,2.9193,7.6502,50.1965,21.6054
2024/11/16 19:00,3371,3.1077,8.1110,52.3959,21.6330
2024/11/16 20:00,3371,2.8225,7.0973,45.5647,20.1610
2024/11/16 21:00,3371,2.2675,5.6601,38.2139,17.2583
2024/11/16 22:00,3371,1.9409,5.1201,40.0305,15.8593
2024/11/16 23:00,3371,1.8795,4.8383,36.2077,14.2363
2024/11/1 0:00,3395,1.3618,3.0345,27.9947,11.3030
2024/11/1 1:00,3395,0.9602,2.2454,18.1007,9.8671
2024/11/1 2:00,3395,0.6383,1.6770,12.8368,9.0971
2024/11/1 3:00,3395,0.4979,1.3910,9.7439,8.7852
2024/11/1 4:00,3395,0.4574,1.2479,9.1909,8.6336
2024/11/1 5:00,3395,0.4838,1.1032,8.7538,8.6683
2024/11/1 6:00,3395,0.5951,1.2298,10.8126,9.0097
2024/11/1 7:00,3395,1.1288,2.4059,18.7290,10.7045
2024/11/1 8:00,3395,1.3299,2.8836,20.4273,11.4482
2024/11/1 9:00,3395,1.6526,3.6649,25.5293,12.4197
2024/11/1 10:00,3395,1.7467,3.8404,27.9990,13.1202
2024/11/1 11:00,3395,1.9611,4.3065,31.6240,13.8994
2024/11/1 12:00,3395,2.0366,4.2681,35.6188,13.8803
2024/11/1 13:00,3395,1.9024,3.9018,33.1195,13.4303
2024/11/1 14:00,3395,1.8928,3.9887,31.7676,13.6482
2024/11/1 15:00,3395,1.9501,4.1003,30.9387,14.2249
2024/11/1 16:00,3395,1.9587,4.0919,31.6498,13.9022
2024/11/1 17:00,3395,2.1468,4.3615,32.1250,14.7074
2024/11/1 18:00,3395,2.3387,4.6523,34.5772,15.9827
2024/11/1 19:00,3395,2.3845,4.7608,37.3914,16.1096
2024/11/1 20:00,3395,2.5517,5.0712,39.4194,15.2548
2024/11/1 21:00,3395,2.8035,5.6946,43.7544,15.4111
2024/11/1 22:00,3395,2.2680,4.9548,40.3511,14.1175
2024/11/1 23:00,3395,1.8468,3.8858,34.4902,13.6452
2024/11/16 0:00,3395,3.2540,6.7406,51.4502,18.0442
2024/11/16 1:00,3395,2.2096,4.6632,34.1702,13.9473
2024/11/16 2:00,3395,1.6880,3.5031,23.7328,11.6417
2024/11/16 3:00,3395,1.3905,3.0864,18.6594,11.3316
2024/11/16 4:00,3395,1.2808,2.7736,15.2624,10.8211
2024/11/16 5:00,3395,1.5392,3.4339,21.1526,11.9452
2024/11/16 6:00,3395,1.7604,3.7495,25.3565,13.0724
2024/11/16 7:00,3395,2.2759,4.3938,30.2946,14.2023
2024/11/16 8:00,3395,3.9307,8.5254,53.4647,20.3541
2024/11/16 9:00,3395,4.6407,10.2164,62.4120,23.3356
2024/11/16 10:00,3395,5.0169,10.7723,65.8234,23.5841
2024/11/16 11:00,3395,4.9054,10.6914,69.0660,23.3968
2024/11/16 12:00,3395,5.2614,10.8841,74.8771,24.0740
2024/11/16 13:00,3395,4.3188,9.3983,65.7810,22.4732
2024/11/16 14:00,3395,4.5863,9.9046,65.7398,24.2343
2024/11/16 15:00,3395,4.4279,9.7545,65.3901,23.2464
2024/11/16 16:00,3395,4.9632,10.3984,66.1350,24.5832
2024/11/16 17:00,3395,5.6410,11.6188,69.9777,25.1153
2024/11/16 18:00,3395,5.9783,12.0549,71.9209,26.2138
2024/11/16 19:00,3395,6.1423,11.9230,69.3427,26.0061
2024/11/16 20:00,3395,6.4416,12.6426,73.8519,24.7946
2024/11/16 21:00,3395,6.4153,12.3169,74.6806,24.8316
2024/11/16 22:00,3395,6.2761,11.4252,74.0644,24.1340
2024/11/16 23:00,3395,4.5102,9.2348,65.2208,21.8007
2024/11/1 0:00,3396,1.2205,3.3614,25.2143,11.5679
2024/11/1 1:00,3396,0.7859,2.3324,15.8952,10.3350
2024/11/1 2:00,3396,0.5505,1.6369,11.4456,9.5502
2024/11/1 3:00,3396,0.1694,0.5301,6.0306,6.2617
2024/11/1 4:00,3396,0.1668,0.3784,4.8417,6.2787
2024/11/1 5:00,3396,0.2832,0.7649,7.0564,8.6742
2024/11/1 6:00,3396,0.4186,1.1726,9.3065,9.1640
2024/11/1 7:00,3396,0.9111,2.4299,16.0195,11.0426
2024/11/1 8:00,3396,1.4225,3.7236,24.1730,13.2352
2024/11/1 9:00,3396,1.8422,5.0749,29.8512,14.0645
2024/11/1 10:00,3396,2.0269,5.5408,29.9896,14.7740
2024/11/1 11:00,3396,1.8234,5.0023,27.8343,14.5306
2024/11/1 12:00,3396,1.6972,4.6936,28.9900,14.0685
2024/11/1 13:00,3396,1.5651,4.2936,26.1101,13.2142
2024/11/1 14:00,3396,1.5100,4.2325,26.9879,13.5079
2024/11/1 15:00,3396,1.7039,4.6924,27.3974,13.7468
2024/11/1 16:00,3396,1.8795,5.0253,29.2589,14.2001
2024/11/1 17:00,3396,2.4399,6.1848,33.4790,15.2033
2024/11/1 18:00,3396,2.7907,6.8271,38.5154,16.1031
2024/11/1 19:00,3396,2.5471,6.3959,35.6559,16.0542
2024/11/1 20:00,3396,2.5080,6.1962,37.2633,15.8491
2024/11/1 21:00,3396,2.3090,5.8787,34.8168,15.3267
2024/11/1 22:00,3396,2.2636,5.5737,36.0610,14.8720
2024/11/1 23:00,3396,1.7870,4.7817,31.5845,13.2111
2024/11/16 0:00,3396,1.2522,3.3308,26.8676,11.9958
2024/11/16 1:00,3396,0.8588,2.3577,18.0308,10.6092
2024/11/16 2:00,3396,0.5637,1.9127,13.3028,9.6252
2024/11/16 3:00,3396,0.3216,0.9919,9.0187,9.2350
2024/11/16 4:00,3396,0.1545,0.4898,5.7107,6.0449
2024/11/16 5:00,3396,0.3487,0.9706,7.9249,8.7439
2024/11/16 6:00,3396,0.4676,1.4161,11.4373,9.1829
2024/11/16 7:00,3396,0.7899,2.0787,15.3845,10.1671
2024/11/16 8:00,3396,1.1340,3.0732,19.9680,11.4814
2024/11/16 9:00,3396,1.4745,3.9445,24.9517,12.7875
2024/11/16 10:00,3396,1.7674,4.4916,29.4733,13.4502
2024/11/16 11:00,3396,2.1602,5.5821,35.9182,15.2514
2024/11/16 12:00,3396,1.8539,4.8015,34.3281,13.7509
2024/11/16 13:00,3396,1.8061,4.5540,32.9073,13.9358
2024/11/16 14:00,3396,1.9406,4.7484,33.3266,15.0436
2024/11/16 15:00,3396,1.6605,4.1594,27.9247,13.5758
2024/11/16 16:00,3396,1.8467,4.6367,29.2553,13.9683
2024/11/16 17:00,3396,2.2459,5.6243,34.3575,14.9286
2024/11/16 18:00,3396,2.4095,5.7394,37.9926,16.0139
2024/11/16 19:00,3396,2.3388,5.5922,38.6614,14.9486
2024/11/16 20:00,3396,2.4120,5.7146,40.1915,15.0963
2024/11/16 21:00,3396,2.4082,5.8247,42.7856,14.9172
2024/11/16 22:00,3396,2.0299,5.2411,38.6841,14.2085
2024/11/16 23:00,3396,1.6656,4.2921,33.4414,13.4379
2024/11/1 0:00,3397,1.6444,4.8067,36.3767,19.9981
2024/11/1 1:00,3397,1.2901,3.6698,27.8566,17.6577
2024/11/1 2:00,3397,0.7987,2.0833,15.6464,12.8655
2024/11/1 3:00,3397,0.1667,0.5072,5.9485,6.3029
2024/11/1 4:00,3397,0.1653,0.3368,5.0331,6.3029
2024/11/1 5:00,3397,0.3922,0.8875,7.0968,9.8694
2024/11/1 6:00,3397,0.4815,1.2102,9.3587,10.8417
2024/11/1 7:00,3397,0.7556,1.9333,14.4062,12.8792
2024/11/1 8:00,3397,0.8072,2.3471,17.2032,12.9923
2024/11/1 9:00,3397,0.9084,2.7802,18.7485,13.4111
2024/11/1 10:00,3397,1.0045,3.0920,19.8026,14.2162
2024/11/1 11:00,3397,1.1059,3.2795,21.9503,14.9343
2024/11/1 12:00,3397,1.1829,3.4898,24.4235,15.3940
2024/11/1 13:00,3397,1.0584,2.9340,22.2759,14.3443
2024/11/1 14:00,3397,1.2037,3.4019,22.5111,14.5436
2024/11/1 15:00,3397,1.2275,3.4926,22.3449,15.1390
2024/11/1 16:00,3397,1.2953,3.6274,23.8912,16.3556
2024/11/1 17:00,3397,1.6156,4.3018,27.2913,18.3956
2024/11/1 18:00,3397,1.9016,4.7995,31.1963,19.9393
2024/11/1 19:00,3397,1.9863,4.9713,31.9728,20.4261
2024/11/1 20:00,3397,2.1916,5.4648,34.9466,22.0500
2024/11/1 21:00,3397,2.5226,6.3692,40.5287,23.9839
2024/11/1 22:00,3397,2.2852,6.4653,44.9696,24.1744
2024/11/1 23:00,3397,1.8821,5.4588,40.6727,20.7995
2024/11/16 0:00,3397,1.6074,4.0786,29.0341,17.7106
2024/11/16 1:00,3397,1.0967,2.8653,20.7046,15.1538
2024/11/16 2:00,3397,0.6952,2.1563,12.7947,11.9819
2024/11/16 3:00,3397,0.3053,0.9411,8.4142,9.4310
2024/11/16 4:00,3397,0.1492,0.5184,5.6722,5.9405
2024/11/16 5:00,3397,0.3377,0.7627,6.1085,9.1063
2024/11/16 6:00,3397,0.3448,0.9025,7.3024,9.5080
2024/11/16 7:00,3397,0.5481,1.3650,10.1015,10.6784
2024/11/16 8:00,3397,0.7907,2.2474,14.7686,12.3015
2024/11/16 9:00,3397,0.8967,2.8051,15.9309,12.9042
2024/11/16 10:00,3397,1.2290,3.4505,22.2371,15.5912
2024/11/16 11:00,3397,1.3086,3.7237,23.1533,15.7357
2024/11/16 12:00,3397,1.4224,3.7929,25.3631,16.7593
2024/11/16 13:00,3397,1.3539,3.5540,26.8379,16.5331
2024/11/16 14:00,3397,1.3068,3.6829,24.2975,16.1487
2024/11/16 15:00,3397,1.1474,3.2049,22.4541,14.9401
2024/11/16 16:00,3397,1.1401,3.2295,21.9304,14.9881
2024/11/16 17:00,3397,1.3599,3.6166,22.3920,16.5256
2024/11/16 18:00,3397,1.8080,4.5449,29.2524,19.8337
2024/11/16 19:00,3397,1.7045,4.0400,25.1897,18.5564
2024/11/16 20:00,3397,1.9970,4.5483,27.9961,21.6707
2024/11/16 21:00,3397,2.2828,5.1560,32.9798,22.8388
2024/11/16 22:00,3397,2.0374,4.9372,35.1570,20.3438
2024/11/16 23:00,3397,1.8119,4.5102,34.2301,18.4430
2024/11/1 0:00,3399,0.6006,1.6233,18.4781,10.1974
2024/11/1 1:00,3399,0.4521,1.2280,18.7058,10.9787
2024/11/1 2:00,3399,0.3771,1.0824,15.9546,10.6696
2024/11/1 3:00,3399,0.3008,0.8647,12.4502,10.1272
2024/11/1 4:00,3399,0.2074,0.5659,10.2732,9.0462
2024/11/1 5:00,3399,0.1827,0.5251,8.8174,9.2250
2024/11/1 6:00,3399,0.2693,0.6876,7.6731,8.7839
2024/11/1 7:00,3399,0.4185,1.0696,11.1195,9.5789
2024/11/1 8:00,3399,0.5969,1.4983,14.1869,10.1608
2024/11/1 9:00,3399,0.9289,2.2201,19.7662,11.2897
2024/11/1 10:00,3399,1.1415,2.7119,22.6867,12.3448
2024/11/1 11:00,3399,1.1831,2.7272,26.5283,12.9425
2024/11/1 12:00,3399,1.2887,2.8416,34.5853,13.9620
2024/11/1 13:00,3399,1.1505,2.6053,32.0191,13.2392
2024/11/1 14:00,3399,1.1068,2.5149,26.3576,12.5636
2024/11/1 15:00,3399,1.2087,2.7897,27.5411,12.5738
2024/11/1 16:00,3399,1.1986,2.6698,26.1701,13.1701
2024/11/1 17:00,3399,1.2848,2.7761,28.1693,13.9797
2024/11/1 18:00,3399,1.3022,2.7465,31.7098,14.2367
2024/11/1 19:00,3399,1.3142,2.7770,31.7159,14.0549
2024/11/1 20:00,3399,1.2843,2.8577,28.9736,13.5652
2024/11/1 21:00,3399,1.2752,2.9613,28.9010,13.2537
2024/11/1 22:00,3399,1.1435,2.7768,29.9538,13.4284
2024/11/1 23:00,3399,0.7950,2.0455,24.5820,11.0448
2024/11/16 0:00,3399,0.7229,1.9995,24.7005,11.1059
2024/11/16 1:00,3399,0.6087,1.8052,16.2560,10.8108
2024/11/16 2:00,3399,0.4816,1.4366,12.1480,10.3497
2024/11/16 3:00,3399,0.3780,1.1195,10.7929,10.1724
2024/11/16 4:00,3399,0.2854,0.8489,9.1686,9.8298
2024/11/16 5:00,3399,0.2544,0.7041,8.7930,9.5395
2024/11/16 6:00,3399,0.2315,0.6354,7.4907,8.5084
2024/11/16 7:00,3399,0.4141,1.0494,10.4986,9.1896
2024/11/16 8:00,3399,0.6603,1.6648,15.3701,10.1990
2024/11/16 9:00,3399,0.9736,2.4562,22.1149,11.5331
2024/11/16 10:00,3399,1.3656,3.1789,30.8955,13.3472
2024/11/16 11:00,3399,1.4899,3.5068,33.9812,14.3625
2024/11/16 12:00,3399,1.7430,3.8230,46.4531,16.4898
2024/11/16 13:00,3399,1.4956,3.4273,40.2262,14.8454
2024/11/16 14:00,3399,1.4261,3.3542,37.4786,14.3549
2024/11/16 15:00,3399,1.5034,3.5152,37.7014,14.6106
2024/11/16 16:00,3399,1.6399,3.6902,40.1515,15.2220
2024/11/16 17:00,3399,1.5955,3.4331,40.0696,15.6763
2024/11/16 18:00,3399,1.7092,3.6707,46.5664,16.7113
2024/11/16 19:00,3399,1.6702,3.6188,39.3423,16.5140
2024/11/16 20:00,3399,1.5337,3.6080,36.7447,14.9349
2024/11/16 21:00,3399,1.3630,3.2122,32.9883,13.5526
2024/11/16 22:00,3399,1.1847,2.9240,32.0927,12.8162
2024/11/16 23:00,3399,1.0103,2.4486,29.3296,12.4559
2024/11/1 0:00,3401,0.6272,2.2316,16.7595,10.8889
2024/11/1 1:00,3401,0.3316,1.1195,9.9259,9.5880
2024/11/1 2:00,3401,0.1610,0.3552,5.4430,5.9571
2024/11/1 3:00,3401,0.1618,0.2717,3.4560,5.6111
2024/11/1 4:00,3401,0.1610,0.2443,3.2202,5.3215
2024/11/1 5:00,3401,0.1540,0.2273,3.5506,5.7793
2024/11/1 6:00,3401,0.1696,0.5239,6.1177,8.7014
2024/11/1 7:00,3401,0.5066,1.5365,10.6582,10.5757
2024/11/1 8:00,3401,0.7114,2.2289,14.5769,11.3242
2024/11/1 9:00,3401,0.9986,3.0576,18.8204,12.0454
2024/11/1 10:00,3401,1.1262,3.6211,22.1541,12.9056
2024/11/1 11:00,3401,1.3134,4.2833,26.6178,14.0265
2024/11/1 12:00,3401,1.1445,3.6936,23.7783,13.5318
2024/11/1 13:00,3401,0.9120,2.9403,18.2397,11.8605
2024/11/1 14:00,3401,0.9034,3.1156,18.5983,11.6001
2024/11/1 15:00,3401,0.9776,3.2627,19.4546,12.2083
2024/11/1 16:00,3401,1.1078,3.6143,21.7217,12.9982
2024/11/1 17:00,3401,1.2655,3.9948,22.2953,13.4084
2024/11/1 18:00,3401,1.4044,4.1132,22.9594,13.4999
2024/11/1 19:00,3401,1.1737,3.4700,20.7692,12.7427
2024/11/1 20:00,3401,1.2417,3.5279,20.4886,12.6817
2024/11/1 21:00,3401,1.0781,3.1611,19.3897,12.6902
2024/11/1 22:00,3401,0.9448,2.8173,17.6830,11.6520
2024/11/1 23:00,3401,0.8304,2.8121,17.7915,11.3864
2024/11/16 0:00,3401,0.8781,2.6637,22.7842,11.2185
2024/11/16 1:00,3401,0.4186,1.4421,13.8724,9.8307
2024/11/16 2:00,3401,0.1473,0.5268,7.1622,9.0748
2024/11/16 3:00,3401,0.1003,0.3251,6.1345,8.2684
2024/11/16 4:00,3401,0.1666,0.2329,5.8827,6.1748
2024/11/16 5:00,3401,0.1666,0.3511,5.0782,6.1079
2024/11/16 6:00,3401,0.1487,0.4760,6.0101,8.3382
2024/11/16 7:00,3401,0.3719,1.2061,9.3160,9.4263
2024/11/16 8:00,3401,0.7287,2.3719,16.9615,10.7652
2024/11/16 9:00,3401,0.9907,3.0783,23.0357,11.7778
2024/11/16 10:00,3401,1.4957,4.4188,30.8671,14.0081
2024/11/16 11:00,3401,1.5281,4.4372,32.6270,14.0724
2024/11/16 12:00,3401,1.1014,3.4027,24.1436,12.5210
2024/11/16 13:00,3401,1.2525,3.9700,26.8315,13.0271
2024/11/16 14:00,3401,1.3461,4.1153,30.3007,12.7756
2024/11/16 15:00,3401,1.2997,3.8276,27.7358,12.5429
2024/11/16 16:00,3401,1.3887,4.3336,27.5568,13.1004
2024/11/16 17:00,3401,1.6145,4.6864,29.4034,14.4171
2024/11/16 18:00,3401,1.3783,4.0258,26.3681,13.3024
2024/11/16 19:00,3401,1.1990,3.5403,23.0337,12.3524
2024/11/16 20:00,3401,1.2585,3.5853,24.4366,12.6330
2024/11/16 21:00,3401,1.3662,3.6396,23.6642,13.1437
2024/11/16 22:00,3401,1.3159,3.7044,23.4215,12.7654
2024/11/16 23:00,3401,1.1613,3.8531,25.3648,12.1571
2024/11/1 0:00,3404,0.4550,1.3901,19.6471,9.4257
2024/11/1 1:00,3404,0.3248,1.0476,13.2023,9.0175
2024/11/1 2:00,3404,0.3436,1.0645,9.8339,8.8113
2024/11/1 3:00,3404,0.3918,1.1335,8.7344,8.7441
2024/11/1 4:00,3404,0.3318,0.9100,8.0330,8.6882
2024/11/1 5:00,3404,0.2103,0.6504,6.7293,8.3804
2024/11/1 6:00,3404,0.1462,0.4249,6.0747,8.2104
2024/11/1 7:00,3404,0.3118,0.8882,10.5885,8.8865
2024/11/1 8:00,3404,0.4788,1.4532,16.3597,9.6002
2024/11/1 9:00,3404,0.5727,1.7288,20.1759,10.0669
2024/11/1 10:00,3404,0.6620,2.0344,22.2793,10.7391
2024/11/1 11:00,3404,0.6899,1.9726,23.1586,10.9991
2024/11/1 12:00,3404,0.6321,1.7122,18.9533,10.7840
2024/11/1 13:00,3404,0.5625,1.5461,17.5490,10.2541
2024/11/1 14:00,3404,0.5077,1.6775,18.7797,9.8907
2024/11/1 15:00,3404,0.5733,1.7945,20.1041,9.9523
2024/11/1 16:00,3404,0.6388,2.0084,20.9361,10.3405
2024/11/1 17:00,3404,0.7282,2.3100,21.2603,10.8212
2024/11/1 18:00,3404,0.7435,2.2686,21.7781,10.6482
2024/11/1 19:00,3404,0.8799,2.5765,26.7740,11.4794
2024/11/1 20:00,3404,0.9196,2.8440,26.0999,11.3566
2024/11/1 21:00,3404,0.9085,2.7211,25.1610,11.4596
2024/11/1 22:00,3404,0.8522,2.4221,26.5491,11.7113
2024/11/1 23:00,3404,0.6600,1.9832,25.3423,10.3836
2024/11/16 0:00,3404,0.5555,1.7748,21.3364,9.5406
2024/11/16 1:00,3404,0.3663,1.1820,16.7948,8.9030
2024/11/16 2:00,3404,0.3138,1.0325,11.7788,8.6287
2024/11/16 3:00,3404,0.2739,0.8739,9.5235,8.5462
2024/11/16 4:00,3404,0.2736,0.9192,8.5561,8.7426
2024/11/16 5:00,3404,0.2210,0.7189,7.6025,8.5698
2024/11/16 6:00,3404,0.1666,0.5969,6.6553,8.2662
2024/11/16 7:00,3404,0.3147,1.0284,11.0441,8.7493
2024/11/16 8:00,3404,0.4486,1.3334,14.6667,9.2246
2024/11/16 9:00,3404,0.5819,1.7547,20.8328,9.8998
2024/11/16 10:00,3404,0.6985,2.0399,24.0633,10.8416
2024/11/16 11:00,3404,0.7330,2.0951,25.3764,12.2401
2024/11/16 12:00,3404,0.6252,1.8300,20.4535,10.4889
2024/11/16 13:00,3404,0.5215,1.5590,17.6044,9.5235
2024/11/16 14:00,3404,0.4975,1.5303,18.7452,9.6256
2024/11/16 15:00,3404,0.4933,1.4949,18.9547,9.6630
2024/11/16 16:00,3404,0.5370,1.6060,16.9275,9.7357
2024/11/16 17:00,3404,0.6288,1.9273,18.4140,9.8567
2024/11/16 18:00,3404,0.6546,2.0207,20.0422,10.2601
2024/11/16 19:00,3404,0.8209,2.2850,23.6353,10.7617
2024/11/16 20:00,3404,0.7733,2.1359,22.1635,10.5318
2024/11/16 21:00,3404,0.9216,2.4938,25.1992,10.9410
2024/11/16 22:00,3404,0.9407,2.5229,29.3004,11.0812
2024/11/16 23:00,3404,0.9049,2.5432,29.3419,10.9661
2024/11/1 0:00,3411,0.7330,1.7909,30.6492,10.5480
2024/11/1 1:00,3411,0.4844,1.2044,21.1572,9.6946
2024/11/1 2:00,3411,0.3541,0.9560,13.3210,8.6027
2024/11/1 3:00,3411,0.2465,0.5444,9.3222,8.1246
2024/11/1 4:00,3411,0.1206,0.1980,4.5885,5.1532
2024/11/1 5:00,3411,0.2345,0.4831,6.4790,8.0361
2024/11/1 6:00,3411,0.2236,0.5070,7.8567,8.0806
2024/11/1 7:00,3411,0.5293,1.2346,17.0406,9.8485
2024/11/1 8:00,3411,1.1939,3.0336,37.2728,13.0721
2024/11/1 9:00,3411,2.4411,5.5889,58.3053,18.9657
2024/11/1 10:00,3411,2.9731,7.0139,66.8223,20.2550
2024/11/1 11:00,3411,2.7621,6.2908,66.1574,20.2071
2024/11/1 12:00,3411,1.6808,3.7552,51.0525,16.0522
2024/11/1 13:00,3411,1.6229,3.5169,48.8338,15.5764
2024/11/1 14:00,3411,2.9992,6.6100,69.4061,22.1769
2024/11/1 15:00,3411,3.3699,7.5982,72.6132,22.4792
2024/11/1 16:00,3411,3.0058,6.6536,68.0776,22.7283
2024/11/1 17:00,3411,2.4270,5.1367,60.3372,18.6099
2024/11/1 18:00,3411,2.3358,4.7425,61.0804,17.7328
2024/11/1 19:00,3411,2.5315,5.6749,64.5722,18.5120
2024/11/1 20:00,3411,2.7141,6.2748,66.3822,19.1947
2024/11/1 21:00,3411,2.1663,4.5850,56.0543,17.3789
2024/11/1 22:00,3411,1.5038,3.0949,46.1758,14.5651
2024/11/1 23:00,3411,0.7812,1.9037,31.1370,11.2308
2024/11/16 0:00,3411,0.4672,1.1969,21.8437,9.7163
2024/11/16 1:00,3411,0.3146,0.8159,15.2295,8.9611
2024/11/16 2:00,3411,0.2825,0.8227,10.8149,8.6707
2024/11/16 3:00,3411,0.2607,0.7195,8.4999,8.5198
2024/11/16 4:00,3411,0.1721,0.3806,6.2487,6.5337
2024/11/16 5:00,3411,0.2103,0.5145,6.2305,8.3396
2024/11/16 6:00,3411,0.1891,0.5992,6.5629,8.2832
2024/11/16 7:00,3411,0.2542,0.9329,9.1131,8.7554
2024/11/16 8:00,3411,0.5543,1.5146,15.2248,10.0899
2024/11/16 9:00,3411,1.2077,2.9548,30.1607,13.0878
2024/11/16 10:00,3411,1.2853,2.8444,34.5147,13.3236
2024/11/16 11:00,3411,1.3289,2.9156,34.7495,14.2323
2024/11/16 12:00,3411,1.4513,3.1968,47.7872,13.7782
2024/11/16 13:00,3411,1.4035,3.2377,46.8439,13.2886
2024/11/16 14:00,3411,1.6684,3.8620,50.9115,15.0046
2024/11/16 15:00,3411,1.8688,4.2593,54.6103,16.4234
2024/11/16 16:00,3411,1.8903,4.3133,50.2224,16.2151
2024/11/16 17:00,3411,2.1947,5.2002,56.9469,17.1750
2024/11/16 18:00,3411,2.0776,4.7084,55.9227,17.3578
2024/11/16 19:00,3411,2.4396,5.4667,66.0265,19.1238
2024/11/16 20:00,3411,2.3771,5.1815,63.5873,18.4357
2024/11/16 21:00,3411,2.0836,4.5019,57.1449,16.8766
2024/11/16 22:00,3411,1.3173,2.8715,41.6448,13.3877
2024/11/16 23:00,3411,0.5792,1.3605,22.2265,10.2228
2024/11/1 0:00,3414,0.0889,0.2706,5.6191,7.9352
2024/11/1 1:00,3414,0.1936,0.5834,7.9581,9.1517
